96,2,Kaktovik,North Slope,70.04289,-143.63133
97,2,Kalskag,Bethel,61.541004,-160.3261
98,2,Kaltag,Yukon Koyukuk,64.33045,-158.72426
99,2,Karluk,Kodiak Island,57.57,-154.45833
100,2,Kasigluk,Bethel,60.895557,-162.52055
101,2,Kasilof,Kenai Peninsula,60.316364,-151.28958
102,2,Kenai,Kenai Peninsula,60.614468,-151.25456
103,2,Ketchikan,Ketchikan Gateway,55.37203,-131.68318
104,2,Kiana,Northwest Arctic,67.18026,-158.1522
105,2,King Cove,Aleutians East,55.062847,-162.30556
106,2,King Salmon,Bristol Bay,58.724262,-156.6416
107,2,Kipnuk,Bethel,59.923203,-164.10101
108,2,Kivalina,Northwest Arctic,67.665855,-163.73361
109,2,Klawock,Prince Wales Ketchikan,55.552612,-133.0555
110,2,Kobuk,Northwest Arctic,66.912254,-157.06686
111,2,Kodiak,Kodiak Island,57.781967,-152.50017
112,2,Kongiganak,Bethel,60.9888,-149.4116
113,2,Kotlik,Wade Hampton,63.029472,-163.55415
114,2,Kotzebue,Northwest Arctic,66.84646,-162.1265
115,2,Koyuk,Nome,64.93167,-161.14996
116,2,Koyukuk,Yukon Koyukuk,64.88333,-157.7
117,2,Kwethluk,Bethel,60.771812,-161.38849
118,2,Kwigillingok,Bethel,59.881023,-162.98494
119,2,Lake Minchumina,Yukon Koyukuk,63.903885,-152.43008
120,2,Larsen Bay,Kodiak Island,57.538334,-153.98
121,2,Levelock,Lake And Peninsula,59.371395,-154.97682
122,2,Lower Kalskag,Bethel,61.51377,-160.35997
123,2,Manley Hot Springs,Yukon Koyukuk,65.02058,-150.57327
124,2,Manokotak,Dillingham,59.00956,-158.9897
125,2,Marshall,Wade Hampton,61.837086,-161.7394
126,2,Mc Grath,Yukon Koyukuk,62.96715,-155.58516
127,2,Mekoryuk,Bethel,60.36568,-166.28358
128,2,Metlakatla,Prince Wales Ketchikan,55.12149,-131.579
129,2,Meyers Chuck,Prince Wales Ketchikan,55.74167,-132.25333
130,2,Minto,Yukon Koyukuk,65.058395,-149.6912
131,2,Moose Pass,Kenai Peninsula,60.85852,-149.2559
132,2,Mountain Village,Wade Hampton,62.158913,-163.88382
133,2,Naknek,Bristol Bay,58.8857,-156.7054
134,2,Napakiak,Bethel,60.663757,-161.73814
135,2,Nenana,Yukon Koyukuk,64.557655,-149.08675
136,2,New Stuyahok,Dillingham,59.593533,-157.29721
137,2,Nightmute,Bethel,60.479443,-164.72389
138,2,Nikiski,Kenai Peninsula,60.690277,-151.2889
139,2,Nikolai,Yukon Koyukuk,63.001602,-154.38124
140,2,Nikolski,Aleutians West,52.98834,-168.78842
141,2,Ninilchik,Kenai Peninsula,60.010834,-151.6396
142,2,Noatak,Northwest Arctic,66.97553,-160.50946
143,2,Nome,Nome,64.505775,-165.31067
144,2,Nondalton,Lake And Peninsula,60.030838,-154.73167
145,2,Noorvik,Northwest Arctic,66.83635,-161.04413
146,2,North Pole,Fairbanks North Star,64.78049,-147.36935
147,2,Northway,Southeast Fairbanks,62.96417,-141.90862
148,2,Nuiqsut,North Slope,70.19273,-150.99712
149,2,Nulato,Yukon Koyukuk,64.77802,-157.99135
150,2,Nunam Iqua,Wade Hampton,62.509167,-164.45334
151,2,Nunapitchuk,Bethel,60.896942,-162.45944
152,2,Old Harbor,Kodiak Island,57.202778,-153.3039
153,2,Ouzinkie,Kodiak Island,57.925,-152.49167
154,2,Palmer,Matanuska Susitna,61.613815,-149.06532
155,2,Pedro Bay,Lake And Peninsula,59.92238,-153.82185
156,2,Pelican,Skagway Hoonah Angoon,57.960835,-136.2275
157,2,Perryville,Lake And Peninsula,55.94529,-159.25934
158,2,Petersburg,Wrangell Petersburg,56.827133,-133.16069
159,2,Pilot Point,Lake And Peninsula,57.595192,-157.44926
160,2,Pilot Station,Wade Hampton,61.94616,-162.87471
161,2,Platinum,Bethel,58.63364,-162.0432
162,2,Point Baker,Prince Wales Ketchikan,56.307858,-133.37637
163,2,Point Hope,North Slope,68.31206,-166.72618
164,2,Point Lay,North Slope,69.70563,-162.90614
165,2,Port Alexander,Wrangell Petersburg,57.05,-135.33333
166,2,Port Alsworth,Lake And Peninsula,60.636417,-154.4338
167,2,Port Heiden,Lake And Peninsula,56.964333,-158.56636
168,2,Port Lions,Kodiak Island,57.86667,-152.88333
169,2,Prudhoe Bay,North Slope,70.07006,-148.55963
170,2,Quinhagak,Bethel,59.738056,-161.87494
171,2,Rampart,Yukon Koyukuk,65.38363,-150.0112
172,2,Red Devil,Bethel,61.73539,-157.19597
173,2,Ruby,Yukon Koyukuk,64.72006,-155.50388
174,2,Russian Mission,Wade Hampton,61.5913,-161.55841
175,2,Saint George Island,Aleutians West,56.60324,-169.54726
176,2,Saint Marys,Wade Hampton,62.054108,-163.20526
177,2,Saint Michael,Nome,63.47759,-162.10915
178,2,Saint Paul Island,Aleutians West,57.178696,-170.29341
179,2,Salcha,Fairbanks North Star,64.50905,-146.95297
180,2,Sand Point,Aleutians East,55.319237,-160.49144
181,2,Savoonga,Nome,63.679737,-170.4709
182,2,Scammon Bay,Wade Hampton,61.84502,-165.58194
183,2,Selawik,Northwest Arctic,65.71354,-158.53429
184,2,Seldovia,Kenai Peninsula,59.43667,-151.70833
185,2,Seward,Kenai Peninsula,60.132874,-149.39848
186,2,Shageluk,Yukon Koyukuk,62.66109,-159.52815
187,2,Shaktoolik,Nome,64.375496,-161.17459
188,2,Shishmaref,Nome,66.23056,-166.13728
189,2,Shungnak,Northwest Arctic,66.95814,-157.6135
190,2,Sitka,Sitka,57.051437,-135.31657
191,2,Skagway,Skagway Hoonah Angoon,59.46847,-135.30179
192,2,Skwentna,Matanuska Susitna,61.958332,-151.18167
193,2,Sleetmute,Bethel,61.634556,-157.11829
194,2,Soldotna,Kenai Peninsula,60.481777,-151.13582
195,2,South Naknek,Bristol Bay,58.73622,-156.8503
196,2,Stebbins,Nome,63.47847,-162.22736
197,2,Sterling,Kenai Peninsula,60.520374,-150.8498
198,2,Stevens Village,Yukon Koyukuk,65.995895,-149.11829
199,2,Sutton,Matanuska Susitna,61.796665,-148.46278
200,2,Takotna,Yukon Koyukuk,62.94889,-155.56639
201,2,Talkeetna,Matanuska Susitna,62.260517,-150.11009
202,2,Tanacross,Southeast Fairbanks,63.385277,-143.34639
203,2,Tanana,Yukon Koyukuk,65.15649,-152.10374
204,2,Tatitlek,Valdez Cordova,60.864723,-146.6786
205,2,Teller,Nome,65.240166,-166.3833
206,2,Tenakee Springs,Skagway Hoonah Angoon,57.78,-135.21666
207,2,Thorne Bay,Prince Wales Ketchikan,55.66086,-132.51381
208,2,Togiak,Dillingham,59.066666,-160.4
209,2,Tok,Southeast Fairbanks,63.333332,-142.98334
210,2,Toksook Bay,Bethel,60.537,-165.097
211,2,Trapper Creek,Matanuska Susitna,61.44136,-150.28445
212,2,Tuluksak,Bethel,61.10885,-160.93892
213,2,Tuntutuliak,Bethel,60.8438,-161.6372
214,2,Tununak,Bethel,60.53932,-165.09746
215,2,Two Rivers,Fairbanks North Star,64.87194,-147.03806
216,2,Tyonek,Kenai Peninsula,61.117928,-151.3485
217,2,Unalakleet,Nome,63.883476,-160.78836
218,2,Unalaska,Aleutians West,53.887115,-166.51985
219,2,Valdez,Valdez Cordova,60.895042,-146.19563
220,2,Venetie,Yukon Koyukuk,67.010445,-146.41373
221,2,Wainwright,North Slope,70.62006,-160.01253
222,2,Wales,Nome,65.68821,-168.52052
223,2,Ward Cove,Ketchikan Gateway,55.408333,-131.725
224,2,Wasilla,Matanuska Susitna,61.5814,-149.4394
225,2,White Mountain,Nome,64.70279,-163.42184
226,2,Whittier,Valdez Cordova,60.775,-148.68333
227,2,Willow,Matanuska Susitna,61.77151,-150.18889
228,2,Wrangell,Wrangell Petersburg,56.433525,-132.35292
229,2,Yakutat,Yakutat,59.620213,-139.77885
230,1,Abbeville,Henry,31.57548,-85.279045
231,1,Abernant,Tuscaloosa,33.29028,-87.19806
232,1,Adamsville,Jefferson,33.588436,-86.959724
233,1,Addison,Winston,34.20557,-87.19476
234,1,Adger,Jefferson,33.434277,-87.16746
235,1,Akron,Hale,32.872353,-87.70856
236,1,Alabaster,Shelby,33.23687,-86.81286
237,1,Alberta,Wilcox,32.14489,-87.34251
238,1,Albertville,Marshall,34.273857,-86.20644
239,1,Alexander City,Tallapoosa,32.941444,-85.95109
240,1,Alexandria,Calhoun,33.780785,-85.89245
241,1,Aliceville,Pickens,33.122814,-88.16669
242,1,Allgood,Blount,33.911945,-86.509445
243,1,Alma,Clarke,31.463888,-87.75389
244,1,Alpine,Talladega,33.331165,-86.20893
245,1,Alton,Jefferson,33.579166,-86.6375
246,1,Altoona,Etowah,34.042915,-86.350876
247,1,Andalusia,Covington,31.297142,-86.49047
248,1,Anderson,Lauderdale,34.95178,-87.27232
249,1,Annemanie,Wilcox,32.052776,-87.57083
250,1,Anniston,Calhoun,33.653896,-85.83815
251,1,Arab,Marshall,34.32834,-86.48964
252,1,Ardmore,Limestone,34.980446,-86.83461
253,1,Ariton,Dale,31.582996,-85.70772
254,1,Arley,Winston,34.063232,-87.18276
255,1,Arlington,Wilcox,32.066784,-87.55969
256,1,Ashford,Houston,31.1888,-85.25349
257,1,Ashland,Clay,33.247364,-85.82898
258,1,Ashville,Saint Clair,33.837364,-86.255165
259,1,Athens,Limestone,34.803604,-86.97073
260,1,Atmore,Escambia,31.057245,-87.48735
261,1,Attalla,Etowah,34.0296,-86.09672
262,1,Auburn,Lee,32.602043,-85.489
263,1,Auburn University,Lee,32.601,-85.4882
264,1,Autaugaville,Autauga,32.462463,-86.714935
265,1,Axis,Mobile,31.006817,-88.04274
266,1,Baileyton,Cullman,34.2683,-86.6213
267,1,Banks,Pike,31.836792,-85.79984
268,1,Bankston,Fayette,33.70083,-87.68965
269,1,Bay Minette,Baldwin,30.86354,-87.76444
270,1,Bayou La Batre,Mobile,30.407984,-88.250694
271,1,Bear Creek,Marion,34.21347,-87.68608
272,1,Beatrice,Monroe,31.727324,-87.17191
273,1,Beaverton,Lamar,33.94288,-88.01567
274,1,Belk,Fayette,33.6475,-87.93139
275,1,Bellamy,Sumter,32.44889,-88.13361
276,1,Belle Mina,Limestone,34.656666,-86.879166
277,1,Bellwood,Geneva,31.173056,-85.793335
278,1,Berry,Fayette,33.694485,-87.62257
279,1,Bessemer,Jefferson,33.409,-86.94755
280,1,Billingsley,Autauga,32.610577,-86.7163
281,1,Birmingham,Jefferson,33.519,-86.8014
282,1,Birmingham,Shelby,33.401558,-86.70551
283,1,Black,Geneva,31.01318,-85.745636
284,1,Blountsville,Blount,34.092937,-86.56863
285,1,Boaz,Etowah,34.17389,-86.12111
286,1,Boaz,Marshall,34.173687,-86.148
287,1,Boligee,Greene,32.774647,-88.02665
288,1,Bon Air,Talladega,33.26361,-86.335556
289,1,Bon Secour,Baldwin,30.328882,-87.72135
290,1,Booth,Autauga,32.50028,-86.571945
291,1,Boykin,Wilcox,32.077778,-87.28139
292,1,Brantley,Crenshaw,31.570963,-86.274345
293,1,Bremen,Cullman,33.973663,-87.00428
294,1,Brent,Bibb,32.93567,-87.21139
295,1,Brewton,Escambia,31.118925,-87.06732
296,1,Bridgeport,Jackson,34.944637,-85.727684
297,1,Brierfield,Bibb,33.042747,-86.951675
298,1,Brilliant,Marion,34.0377,-87.75632
299,1,Brooklyn,Conecuh,31.2625,-86.77111
300,1,Brookside,Jefferson,33.63778,-86.916664
301,1,Brookwood,Tuscaloosa,33.277523,-87.30903
302,1,Brownsboro,Madison,34.716732,-86.468704
303,1,Brundidge,Pike,31.701324,-85.817665
304,1,Bryant,Jackson,34.945026,-85.63245
305,1,Bucks,Mobile,31.010279,-88.02417
306,1,Buhl,Tuscaloosa,33.249447,-87.71889
307,1,Burnt Corn,Conecuh,31.45801,-86.92577
308,1,Burnwell,Walker,33.70778,-87.0875
309,1,Butler,Choctaw,32.082905,-88.20639
310,1,Bynum,Calhoun,33.613056,-85.96111
311,1,Calera,Shelby,33.1098,-86.75599
312,1,Calvert,Washington,31.160557,-88.03111
313,1,Camden,Wilcox,32.00473,-87.29505
314,1,Camp Hill,Tallapoosa,32.78275,-85.64738
315,1,Campbell,Clarke,31.963512,-88.00607
316,1,Capshaw,Limestone,34.773056,-86.79278
317,1,Carbon Hill,Walker,33.909252,-87.54033
318,1,Cardiff,Jefferson,33.645557,-86.93361
319,1,Carlton,Clarke,31.322449,-87.83779
320,1,Carrollton,Pickens,33.248505,-88.13212
321,1,Castleberry,Conecuh,31.326113,-87.02676
322,1,Catherine,Wilcox,32.182,-87.48362
323,1,Cecil,Montgomery,32.30089,-86.01124
324,1,Cedar Bluff,Cherokee,34.24166,-85.60257
325,1,Centre,Cherokee,34.11159,-85.60923
326,1,Centreville,Bibb,32.950325,-87.11924
327,1,Chancellor,Geneva,31.17338,-85.9109
328,1,Chapman,Butler,31.67111,-86.71222
329,1,Chatom,Washington,31.487638,-88.26989
330,1,Chelsea,Shelby,33.371582,-86.614136
331,1,Cherokee,Colbert,34.744186,-87.97244
332,1,Childersburg,Talladega,33.26693,-86.33762
333,1,Choccolocco,Calhoun,33.65917,-85.70361
334,1,Chunchula,Mobile,30.991179,-88.13113
335,1,Citronelle,Mobile,31.042534,-88.25495
336,1,Clanton,Chilton,32.835533,-86.64247
337,1,Clay,Jefferson,33.7025,-86.599724
338,1,Clayton,Barbour,31.887413,-85.450935
339,1,Cleveland,Blount,33.992107,-86.55936
340,1,Clinton,Greene,32.913612,-87.9925
341,1,Clio,Barbour,31.68521,-85.590416
342,1,Clopton,Henry,31.602842,-85.48231
343,1,Cloverdale,Lauderdale,34.93861,-87.771385
344,1,Coaling,Tuscaloosa,33.15889,-87.340836
345,1,Coden,Mobile,30.418835,-88.168274
346,1,Coffee Springs,Geneva,31.138758,-85.91822
347,1,Coffeeville,Clarke,31.78428,-88.07154
348,1,Coker,Tuscaloosa,33.252613,-87.63653
349,1,Collinsville,De Kalb,34.267956,-85.86197
350,1,Columbia,Houston,31.335236,-85.145485
351,1,Columbiana,Shelby,33.176964,-86.61614
352,1,Cook Springs,Saint Clair,33.58972,-86.361946
353,1,Coosada,Elmore,32.496666,-86.331665
354,1,Cordova,Walker,33.768032,-87.18406
355,1,Cottondale,Tuscaloosa,33.176666,-87.387054
356,1,Cottonton,Russell,32.146667,-85.07389
357,1,Cottonwood,Houston,31.098934,-85.37566
358,1,Courtland,Lawrence,34.671867,-87.314255
359,1,Cowarts,Houston,31.2,-85.304726
360,1,Coy,Wilcox,31.888851,-87.392555
361,1,Cragford,Clay,33.217148,-85.7108
362,1,Crane Hill,Cullman,34.082115,-87.04839
363,1,Creola,Mobile,30.901266,-88.01741
364,1,Cropwell,Saint Clair,33.506447,-86.28003
365,1,Crossville,De Kalb,34.258785,-86.03058
366,1,Cuba,Sumter,32.410973,-88.361084
367,1,Cullman,Cullman,34.176147,-86.82978
368,1,Cusseta,Lee,32.803192,-85.21579
369,1,Dadeville,Tallapoosa,32.82239,-85.77039
370,1,Daleville,Dale,31.281092,-85.73048
371,1,Danville,Morgan,34.45219,-87.053185
372,1,Daphne,Baldwin,30.61972,-87.88952
373,1,Dauphin Island,Mobile,30.252056,-88.10964
374,1,Daviston,Tallapoosa,33.03347,-85.75383
375,1,Dawson,De Kalb,34.35684,-85.92916
376,1,De Armanville,Calhoun,33.62639,-85.75139
377,1,Deatsville,Elmore,32.613403,-86.33821
378,1,Decatur,Morgan,34.5896,-86.98868
379,1,Deer Park,Washington,31.184893,-88.32731
380,1,Delmar,Winston,34.17,-87.605835
381,1,Delta,Clay,33.457302,-85.679276
382,1,Demopolis,Marengo,32.49079,-87.83967
383,1,Detroit,Lamar,34.010876,-88.16063
384,1,Dickinson,Clarke,31.717167,-87.65693
385,1,Dixons Mills,Marengo,32.067207,-87.74535
386,1,Docena,Jefferson,33.559444,-86.931114
387,1,Dolomite,Jefferson,33.465424,-86.956436
388,1,Dora,Jefferson,33.734947,-87.040146
389,1,Dothan,Houston,31.202888,-85.41804
390,1,Double Springs,Winston,34.138683,-87.39743
391,1,Douglas,Marshall,34.17361,-86.32361
392,1,Dozier,Crenshaw,31.506615,-86.36632
393,1,Duncanville,Tuscaloosa,33.082813,-87.49498
394,1,Dutton,Jackson,34.604557,-85.90673
395,1,East Tallassee,Tallapoosa,32.607224,-85.80806
396,1,Eastaboga,Calhoun,33.60313,-85.96075
397,1,Echola,Tuscaloosa,33.31656,-87.807205
398,1,Eclectic,Elmore,32.65419,-86.03162
399,1,Edwardsville,Cleburne,33.707222,-85.50917
400,1,Eight Mile,Mobile,30.795074,-88.18231
401,1,Elba,Coffee,31.41373,-86.07773
402,1,Elberta,Baldwin,30.39424,-87.58896
403,1,Eldridge,Walker,33.931545,-87.6194
404,1,Elkmont,Limestone,34.91524,-86.91045
405,1,Elmore,Elmore,32.54538,-86.31613
406,1,Elrod,Tuscaloosa,33.343678,-87.80143
407,1,Emelle,Sumter,32.754963,-88.30575
408,1,Empire,Walker,33.82559,-87.016136
409,1,Enterprise,Coffee,31.34079,-85.84211
410,1,Epes,Sumter,32.76337,-88.161446
411,1,Equality,Coosa,32.813908,-86.105064
412,1,Estillfork,Jackson,34.913017,-86.17157
413,1,Ethelsville,Pickens,33.386814,-88.221985
414,1,Eufaula,Barbour,31.905064,-85.1656
415,1,Eutaw,Greene,32.88887,-87.9303
416,1,Eva,Morgan,34.34778,-86.70443
417,1,Excel,Monroe,31.427778,-87.34139
418,1,Fackler,Jackson,34.82589,-85.98465
419,1,Fairfield,Jefferson,33.473495,-86.91826
420,1,Fairhope,Baldwin,30.50116,-87.883545
421,1,Falkville,Morgan,34.347652,-86.913086
422,1,Faunsdale,Marengo,32.42326,-87.61808
423,1,Fayette,Fayette,33.697395,-87.83465
424,1,Fitzpatrick,Bullock,32.151608,-85.88833
425,1,Five Points,Chambers,33.042408,-85.324265
426,1,Flat Rock,Jackson,34.8076,-85.708374
427,1,Flomaton,Escambia,31.040234,-87.266365
428,1,Florala,Covington,31.017195,-86.33853
429,1,Florence,Lauderdale,34.830547,-87.65598
430,1,Foley,Baldwin,30.400663,-87.68574
431,1,Forest Home,Butler,31.85318,-86.78638
432,1,Forkland,Greene,32.64466,-87.881676
433,1,Fort Davis,Macon,32.28945,-85.70069
434,1,Fort Deposit,Lowndes,31.99598,-86.57614
435,1,Fort Mitchell,Russell,32.34139,-85.02167
436,1,Fort Payne,De Kalb,34.43679,-85.712395
437,1,Fort Rucker,Dale,31.348011,-85.721375
438,1,Fosters,Tuscaloosa,33.13586,-87.73569
439,1,Franklin,Monroe,31.723816,-87.44124
440,1,Frankville,Washington,31.64684,-88.13319
441,1,Frisco City,Monroe,31.423477,-87.381744
442,1,Fruitdale,Washington,31.348843,-88.376595
443,1,Fruithurst,Cleburne,33.771732,-85.43814
444,1,Fulton,Clarke,31.790947,-87.70806
445,1,Fultondale,Jefferson,33.611282,-86.813614
446,1,Furman,Wilcox,32.006668,-86.96694
447,1,Fyffe,De Kalb,34.437283,-85.92885
448,1,Gadsden,Etowah,33.99725,-86.01028
449,1,Gainestown,Clarke,31.425821,-87.682175
450,1,Gainesville,Sumter,32.908363,-88.27156
451,1,Gallant,Etowah,33.997585,-86.234604
452,1,Gallion,Marengo,32.52977,-87.69854
453,1,Gantt,Covington,31.416908,-86.41984
454,1,Garden City,Cullman,34.014442,-86.74694
455,1,Gardendale,Jefferson,33.71891,-86.82248
456,1,Gaylesville,Cherokee,34.357323,-85.55889
457,1,Geneva,Geneva,31.041445,-85.88475
458,1,Georgiana,Butler,31.628662,-86.73396
459,1,Geraldine,De Kalb,34.343864,-86.04039
460,1,Gilbertown,Choctaw,31.866602,-88.326515
461,1,Glen Allen,Fayette,33.899445,-87.73028
462,1,Glenwood,Crenshaw,31.664143,-86.170975
463,1,Goodsprings,Walker,33.668888,-87.23167
464,1,Goodwater,Coosa,33.074642,-86.07815
465,1,Goodway,Monroe,31.336666,-87.425835
466,1,Gordo,Pickens,33.346916,-87.900505
467,1,Gordon,Houston,31.10019,-85.12341
468,1,Goshen,Pike,31.82497,-86.10485
469,1,Grady,Montgomery,32.019398,-86.12925
470,1,Graham,Randolph,33.462975,-85.33404
471,1,Grand Bay,Mobile,30.498287,-88.32825
472,1,Grant,Marshall,34.495903,-86.25904
473,1,Graysville,Jefferson,33.63356,-86.94822
474,1,Green Pond,Bibb,33.225,-87.12639
475,1,Greensboro,Hale,32.71672,-87.59049
476,1,Greenville,Butler,31.810036,-86.62292
477,1,Grove Hill,Clarke,31.675503,-87.76357
478,1,Groveoak,De Kalb,34.435875,-86.04002
479,1,Guin,Marion,33.967625,-87.90238
480,1,Gulf Shores,Baldwin,30.268953,-87.71279
481,1,Guntersville,Marshall,34.32193,-86.305466
482,1,Gurley,Madison,34.713963,-86.39403
483,1,Hackleburg,Marion,34.267803,-87.86076
484,1,Haleyville,Winston,34.231422,-87.59381
485,1,Hamilton,Marion,34.15341,-88.00852
486,1,Hanceville,Cullman,34.05157,-86.78484
487,1,Hardaway,Macon,32.31294,-85.883835
488,1,Harpersville,Shelby,33.36746,-86.42944
489,1,Hartford,Geneva,31.08598,-85.71921
490,1,Hartselle,Morgan,34.448208,-86.92423
491,1,Harvest,Madison,34.82732,-86.74993
492,1,Hatchechubbee,Russell,32.28453,-85.30288
493,1,Hayden,Blount,33.885807,-86.81767
494,1,Hayneville,Lowndes,32.195705,-86.65499
495,1,Hazel Green,Madison,34.949627,-86.59348
496,1,Headland,Henry,31.353407,-85.332275
497,1,Heflin,Cleburne,33.611515,-85.58847
498,1,Helena,Shelby,33.31698,-86.81379
499,1,Henagar,De Kalb,34.618603,-85.72738
500,1,Higdon,Jackson,34.873245,-85.622505
501,1,Highland Home,Crenshaw,31.928291,-86.29711
502,1,Hillsboro,Lawrence,34.64763,-87.18038
503,1,Hodges,Franklin,34.341663,-87.95902
504,1,Hollins,Clay,33.1175,-86.14445
505,1,Holly Pond,Cullman,34.190086,-86.61744
506,1,Hollytree,Jackson,34.79898,-86.23363
507,1,Hollywood,Jackson,34.730427,-85.95317
508,1,Holy Trinity,Russell,32.22222,-85.00528
509,1,Honoraville,Crenshaw,31.878397,-86.39806
510,1,Hope Hull,Montgomery,32.224255,-86.39319
